,author,title,file,nationality,year,year_range
1275,L. Frank Baum,"Sky Island, Being the further exciting adventures of Trot and Cap'n, Bill after their visit to the sea fairies",ebooks-unzipped/4356.txt,American,1912,1920
1276,L. Frank Baum,American Fairy Tales,ebooks-unzipped/4357.txt,American,1901,1910
1277,L. Frank Baum,The Sea Fairies,ebooks-unzipped/4358.txt,American,1911,1920
1278,L. Frank Baum,"The Master Key, An Electrical Fairy Tale",ebooks-unzipped/436.txt,American,1901,1910
1279,L. Frank Baum,The Wonderful Wizard of Oz,ebooks-unzipped/43936.txt,American,1900,1900
1280,L. Frank Baum,John Dough and the Cherub,ebooks-unzipped/47166-8.txt,American,1906,1910
1281,L. Frank Baum,Ozma of Oz,ebooks-unzipped/486.txt,American,1907,1910
1282,L. Frank Baum,The Scarecrow of Oz,ebooks-unzipped/51263.txt,American,1915,1920
1283,L. Frank Baum,The Enchanted Island of Yew,ebooks-unzipped/518.txt,American,1903,1910
1284,L. Frank Baum,A Kidnapped Santa Claus,ebooks-unzipped/519.txt,American,1904,1910
1285,L. Frank Baum,The Life and Adventures of Santa Claus,ebooks-unzipped/520.txt,American,1902,1910
1286,L. Frank Baum,Mother Goose in Prose,ebooks-unzipped/5312-8.txt,American,1897,1900
1287,L. Frank Baum,"The Daring Twins, A Story for Young Folk",ebooks-unzipped/53735-0.txt,American,1911,1920
1288,L. Frank Baum,The Land of Oz,ebooks-unzipped/53844-8.txt,American,1904,1910
1289,L. Frank Baum,Tik-Tok of Oz,ebooks-unzipped/956.txt,American,1914,1920
1290,L. Frank Baum,The Tin Woodman of Oz,ebooks-unzipped/960.txt,American,1918,1920
1291,L. Frank Baum,Glinda of Oz,ebooks-unzipped/961.txt,American,1920,1920
1292,Laura Jean Libbey,"Kidnapped at the Altar, or, The Romance of that Saucy Jessie Bain",ebooks-unzipped/30980-8.txt,American,1909,1910
1293,Laurence Janifer,Slave Planet,ebooks-unzipped/51855-8.txt,American,1963,3000
1294,Laurence Sterne,"The Life and Opinions of Tristram Shandy, Gentleman",ebooks-unzipped/1079.txt,British,1759,1800
1295,Laurence Sterne,A Political Romance,ebooks-unzipped/20257.txt,British,1759,1800
1296,Laurence Sterne,A Sentimental Journey through France and Italy,ebooks-unzipped/804-0.txt,British,1768,1800
1297,Leona Dalrymple,Uncle Noah's Christmas Inspiration,ebooks-unzipped/15826.txt,American,1912,1920
1298,Leona Dalrymple,"When the Yule Log Burns, A Christmas Story",ebooks-unzipped/17510.txt,American,1916,1920
1299,Leonard Merrick,A Chair on The Boulevard,ebooks-unzipped/9928-8.txt,British,1917,1920
1300,Lester del Rey,Badge of Infamy,ebooks-unzipped/19471-8.txt,American,1973,3000
1301,Lester del Rey,Police Your Planet,ebooks-unzipped/20212-8.txt,American,1975,3000
1302,Lew Wallace,Ben-Hur: A Tale of the Christ,ebooks-unzipped/2145.txt,American,1880,1880
1303,Lew Wallace,"The Fair God, or, the last of the 'Tzins",ebooks-unzipped/43340-0.txt,American,1873,1880
1304,Lewis Melville,Life And Letters Of John Gay (1685-1732),ebooks-unzipped/13790-8.txt,British,1921,1930
1305,Lloyd Osbourne,The Motormaniacs,ebooks-unzipped/5626.txt,American,1905,1910
1306,Louis Joseph Vance,Alias The Lone Wolf,ebooks-unzipped/10327-8.txt,American,1921,1930
1307,Louis Joseph Vance,Red Masquerade,ebooks-unzipped/10496-8.txt,American,1921,1930
1308,Louis Joseph Vance,"Linda Lee, Incorporated, A Novel",ebooks-unzipped/36445-8.txt,American,1922,1930
1309,Louis Joseph Vance,Joan Thursday,ebooks-unzipped/36502-8.txt,American,1913,1920
1310,Louis Joseph Vance,The Brass Bowl,ebooks-unzipped/8741-8.txt,American,1907,1910
1311,Louis Joseph Vance,"The Lone Wolf, A Melodrama",ebooks-unzipped/9378-8.txt,American,1914,1920
1312,Louis Zangwill,The Beautiful Miss Brooke,ebooks-unzipped/34404-8.txt,British,1897,1900
1313,Louisa May Alcott,Flower Fables,ebooks-unzipped/163.txt,American,1854,1860
1314,Louisa May Alcott,Jack and Jill,ebooks-unzipped/2786-0.txt,American,1880,1880
1315,Louisa May Alcott,An Old-fashioned Girl,ebooks-unzipped/2787-0.txt,American,1869,1870
1316,Louisa May Alcott,"Silver Pitchers: and Independence, A Centennial Love Story",ebooks-unzipped/34920-8.txt,American,1876,1880
1317,Louisa May Alcott,Spinning-Wheel Stories,ebooks-unzipped/36221-8.txt,American,1884,1890
1318,Louisa May Alcott,Under the Lilacs,ebooks-unzipped/3795.txt,American,1878,1880
1319,Louisa May Alcott,Hospital Sketches,ebooks-unzipped/3837.txt,American,1863,1870
1320,Louisa May Alcott,"Eight Cousins, Or, The Aunt-Hill",ebooks-unzipped/38567-8.txt,American,1875,1880
1321,Louisa May Alcott,On Picket Duty and Other Tales,ebooks-unzipped/4960-0.txt,American,1864,1870
1322,Louisa May Alcott,Little Women,ebooks-unzipped/514-8.txt,American,1868,1870
1323,Louisa May Alcott,A Garland for Girls,ebooks-unzipped/5830-0.txt,American,1887,1890
1324,Louisa May Alcott,The Mysterious Key And What It Opened,ebooks-unzipped/8188.txt,American,1867,1870
1325,Lucas Malet,"The History of Sir Richard Calmady, A Romance",ebooks-unzipped/23784-8.txt,British,1901,1910
1326,Lucas Malet,The Gateless Barrier,ebooks-unzipped/34619-8.txt,British,1900,1900
1327,Lucy Aikin,Memoirs of the Court of Queen Elizabeth,ebooks-unzipped/21500-8.txt,British,1818,1850
1328,Lydia Maria Child,The Freedmen's Book,ebooks-unzipped/38479-8.txt,American,1865,1870
1329,Lydia Maria Child,"Philothea, A Grecian Romance",ebooks-unzipped/9982-8.txt,American,1845,1850
1330,Margaret Deland,"John Ward, Preacher",ebooks-unzipped/18478-8.txt,American,1888,1890
1331,Margaret Deland,The Way to Peace,ebooks-unzipped/2685-0.txt,American,1910,1910
1332,Margaret Deland,An Old Chester Secret,ebooks-unzipped/31792.txt,American,1920,1920
1333,Margaret Deland,Dr. Lavendar's People,ebooks-unzipped/34427-8.txt,American,1903,1910
1334,Margaret Deland,The Wisdom of Fools,ebooks-unzipped/53579-0.txt,American,1877,1880
1335,Margaret Deland,The Iron Woman,ebooks-unzipped/6474.txt,American,1911,1920
1336,Margaret Hill McCarter,Winning the Wilderness,ebooks-unzipped/27505.txt,American,1914,1920
1337,Margaret Widdemer,I've Married Marjorie,ebooks-unzipped/22904-8.txt,American,1920,1920
1338,Margaret Widdemer,"A Tree with a Bird in it:, a symposium of contemporary american poets on being shown, a pear-tree on which sat a grackle",ebooks-unzipped/36831-8.txt,American,1922,1930
1339,Margaret Widdemer,The Wishing-Ring Man,ebooks-unzipped/7424-8.txt,American,1917,1920
1340,Marie Adelaide Belloc Lowndes,What Timmy Did,ebooks-unzipped/17381-8.txt,British,1921,1930
1341,Marie Corelli,"The Treasure of Heaven, A Romance of Riches",ebooks-unzipped/18449-8.txt,British,1906,1910
1342,Marie Corelli,The Secret Power,ebooks-unzipped/3831.txt,British,1921,1930
1343,Marie Corelli,"The Sorrows of Satan, or, The Strange Experience of One Geoffrey Tempest,, Millionaire, A Romance",ebooks-unzipped/42332-8.txt,British,1895,1900
1344,Marie Corelli,The Life Everlasting:  A Reality of Romance,ebooks-unzipped/4251.txt,British,1911,1920
1345,Marie Corelli,The Master-Christian,ebooks-unzipped/4285.txt,British,1900,1900
1346,Marie Corelli,A Romance of Two Worlds,ebooks-unzipped/4394.txt,British,1886,1890
1347,Marie Corelli,God's Good Man,ebooks-unzipped/4653.txt,British,1904,1910
1348,Marie Corelli,"Ziska, The Problem of a Wicked Soul",ebooks-unzipped/5079.txt,British,1897,1900
1349,Marie Corelli,"Ardath, The Story of a Dead Self",ebooks-unzipped/5114.txt,British,1889,1890
1350,Marie Corelli,"Innocent, Her Fancy and His Fact",ebooks-unzipped/5165.txt,British,1914,1920
1351,Marion Zimmer Bradley,The Colors of Space,ebooks-unzipped/20796-8.txt,American,1963,3000
1352,Marjorie Bowen,"The Viper of Milan, A Romance of Lombardy",ebooks-unzipped/48963-8.txt,British,1906,1910
1353,Mark Twain,A Horse's Tale,ebooks-unzipped/1086-0.txt,American,1907,1910
1354,Mark Twain,The Man that Corrupted Hadleyburg,ebooks-unzipped/1213.txt,American,1899,1900
1355,Mark Twain,"The $30,000 Bequest and Other Stories",ebooks-unzipped/142-0.txt,American,1906,1910
1356,Mark Twain,Editorial Wild Oats,ebooks-unzipped/19484-8.txt,American,1905,1910
1357,Mark Twain,"Is Shakespeare Dead?, from my Autobiography",ebooks-unzipped/2431.txt,American,1909,1910
1358,Mark Twain,A Double Barrelled Detective Story,ebooks-unzipped/3180-0.txt,American,1902,1910
1359,Mark Twain,The Mysterious Stranger and Other Stories,ebooks-unzipped/3186-0.txt,American,1916,1920
1360,Mark Twain,"The Adventures of Huckleberry Finn, Tom Sawyer's Comrade",ebooks-unzipped/32325.txt,American,1884,1890
1361,Martha Finley,Holidays at Roselands,ebooks-unzipped/14280.txt,American,1868,1870
1362,Martha Finley,Elsie at Nantucket,ebooks-unzipped/14379-8.txt,American,1884,1890
1363,Martha Finley,Elsie's Kith and Kin,ebooks-unzipped/14488.txt,American,1886,1890
1364,Martha Finley,Christmas with Grandma Elsie,ebooks-unzipped/14534.txt,American,1888,1890
1365,Martha Finley,Elsie's Motherhood,ebooks-unzipped/14566.txt,American,1876,1880
1366,Martha Finley,Elsie's Womanhood,ebooks-unzipped/14874-8.txt,American,1875,1880
1367,Martha Finley,Elsie's children,ebooks-unzipped/14875-8.txt,American,1877,1880
1368,Martha Finley,Grandmother Elsie,ebooks-unzipped/14883-8.txt,American,1882,1890
1369,Martha Finley,Elsie's New Relations,ebooks-unzipped/14909.txt,American,1868,1870
1370,Martha Finley,Elsie at Home,ebooks-unzipped/17496.txt,American,1897,1900
1371,Martha Finley,Elsie's Vacation and After Events,ebooks-unzipped/18058-8.txt,American,1891,1900
1372,Martha Finley,Elsie in the South,ebooks-unzipped/32103-8.txt,American,1899,1900
1373,Martha Finley,Elsie on the Hudson,ebooks-unzipped/32163-8.txt,American,1898,1900
1374,Martha Finley,Elsie at Viamede,ebooks-unzipped/32225-8.txt,American,1892,1900
1375,Martha Finley,"Elsie's Widowhood, A Sequel to Elsie's Children",ebooks-unzipped/38353-8.txt,American,1880,1880
1376,Martha Finley,Mildred's New Daughter,ebooks-unzipped/38978.txt,American,1894,1900
1377,Martha Finley,Mildred and Elsie,ebooks-unzipped/45651-8.txt,American,1881,1890
1378,Martha Finley,Elsie Yachting with the Raymonds,ebooks-unzipped/45944-8.txt,American,1890,1890
1379,Martha Finley,"Mildred at Home, With Something About Her Relatives and Friends",ebooks-unzipped/45963-8.txt,American,1884,1890
1380,Martha Finley,Elsie's Journey on Inland Waters,ebooks-unzipped/46010-8.txt,American,1895,1900
1381,Martha Finley,The Thorn in the Nest,ebooks-unzipped/46250.txt,American,1886,1890
1382,Martha Finley,The Tragedy of Wild River Valley,ebooks-unzipped/46437-0.txt,American,1893,1900
1383,Martha Finley,Elsie's Winter Trip,ebooks-unzipped/46540-8.txt,American,1902,1910
1384,Martha Finley,Elsie and Her Loved Ones,ebooks-unzipped/48357-0.txt,American,1903,1910
1385,Martha Finley,Elsie's Girlhood,ebooks-unzipped/9963-8.txt,American,1872,1880
1386,Mary Cholmondeley,Red Pottage,ebooks-unzipped/14885-8.txt,British,1899,1900
1387,Mary Cholmondeley,"Prisoners, Fast Bound In Misery And Iron",ebooks-unzipped/18834-0.txt,British,1906,1910
1388,Mary Cholmondeley,"The Danvers Jewels, and Sir Charles Danvers",ebooks-unzipped/19020-8.txt,British,1890,1890
1389,Mary Cholmondeley,"A Devotee, An Episode in the Life of a Butterfly",ebooks-unzipped/40408-8.txt,British,1897,1900
1390,Mary Cholmondeley,"Moth and Rust, Together with Geoffrey's Wife and The Pitfall",ebooks-unzipped/40566-8.txt,British,1907,1910
1391,Mary Cholmondeley,"The Romance of His Life, And Other Romances",ebooks-unzipped/40947-8.txt,British,1921,1930
1392,Mary H. Eastman,"Aunt Phillis's Cabin, Or, Southern Life As It Is",ebooks-unzipped/16741-8.txt,American,1852,1860
1393,Mary Hallock Foote,The Desert and The Sown,ebooks-unzipped/8219-0.txt,American,1902,1910
1394,Mary Hallock Foote,In Exile and Other Stories,ebooks-unzipped/8506-0.txt,American,1894,1900
1395,Mary Hallock Foote,A Touch Of Sun And Other Stories,ebooks-unzipped/8538-8.txt,American,1903,1910
1396,Mary Johnston,To Have and To Hold,ebooks-unzipped/2807-0.txt,American,1899,1900
1397,Mary Mapes Dodge,"Hans Brinker, or The Silver Skates",ebooks-unzipped/34378-8.txt,American,1865,1870
1398,Mary Roberts Rinehart,The Case of Jennie Brice,ebooks-unzipped/11127-8.txt,American,1913,1920
1399,Mary Roberts Rinehart,The Street of Seven Stars,ebooks-unzipped/1214-0.txt,American,1914,1920
1400,Mary Roberts Rinehart,"Kings, Queens And Pawns, An American Woman at the Front",ebooks-unzipped/14457-8.txt,American,1915,1920
1401,Mary Roberts Rinehart,The Truce of God,ebooks-unzipped/14573.txt,American,1920,1920
1402,Mary Roberts Rinehart,When a Man Marries,ebooks-unzipped/1671-0.txt,American,1909,1910
1403,Mary Roberts Rinehart,A Poor Wise Man,ebooks-unzipped/1970-0.txt,American,1920,1920
1404,Mary Roberts Rinehart,The After House,ebooks-unzipped/2358.txt,American,1914,1920
1405,Mary Roberts Rinehart,The Window at the White Cat,ebooks-unzipped/34020-8.txt,American,1910,1910
1406,Mary Roberts Rinehart,Bab: A Sub-Deb,ebooks-unzipped/366.txt,American,1917,1920
1407,Mary Roberts Rinehart,The Circular Staircase,ebooks-unzipped/434.txt,American,1908,1910
1408,Mary Roberts Rinehart,K,ebooks-unzipped/9931-0.txt,American,1915,1920
1409,Mary Shelley,The Last Man,ebooks-unzipped/18247.txt,British,1826,1850
1410,Mary Shelley,Frankenstein,ebooks-unzipped/41445-0.txt,British,1818,1850
1411,Mary Shelley,Prosepine and Midas,ebooks-unzipped/6447.txt,British,2007,3000
1412,Mary Wollstonecraft,"Mary, A Fiction",ebooks-unzipped/16357-8.txt,British,1788,1800
1413,Mary Wollstonecraft,"Posthumous Works, of the Author of A Vindication of the Rights of Woman",ebooks-unzipped/23233-8.txt,British,1798,1800
1414,Mary Wollstonecraft,"Letters written during a short residence in Sweden, Norway, and Denmark",ebooks-unzipped/3529.txt,British,1796,1800
1415,Maurice Baring,Orpheus in Mayfair and Other Stories and Sketches,ebooks-unzipped/2492-0.txt,British,1909,1910
1416,Maurice Baring,The Blue Rose Fairy Book,ebooks-unzipped/36008-8.txt,British,1911,1920
1417,Maurice Baring,"Poems, 1914-1919",ebooks-unzipped/52236-0.txt,British,2016,3000
1418,Maurice Hewlett,The Life and Death of Richard Yea-and-Nay,ebooks-unzipped/14813-0.txt,British,1900,1900
1419,Maurice Hewlett,"In a Green Shade, A Country Commentary",ebooks-unzipped/15495-8.txt,British,1920,1920
1420,Maurice Hewlett,Lore of Proserpine,ebooks-unzipped/18730-0.txt,British,1913,1920
1421,Maurice Hewlett,The Village Wife's Lament,ebooks-unzipped/21025.txt,British,1918,1920
1422,Maurice Hewlett,The Ruinous Face,ebooks-unzipped/21885-8.txt,British,1909,1910
1423,Maurice Hewlett,Helen Redeemed and Other Poems,ebooks-unzipped/22803-0.txt,British,1913,1920
1424,Maurice Hewlett,"Gudrid the Fair, A Tale of the Discovery of America",ebooks-unzipped/23643-8.txt,British,1918,1920
1425,Maurice Hewlett,The Fool Errant,ebooks-unzipped/5755.txt,British,1905,1910
1426,Maurice Hewlett,Earthwork Out Of Tuscany,ebooks-unzipped/8858-8.txt,British,1895,1900
1427,Maurice Hewlett,The Forest Lovers,ebooks-unzipped/8934-8.txt,British,1898,1900
1428,Max Beerbohm,Seven Men,ebooks-unzipped/1306-0.txt,British,1919,1920
1429,Max Beerbohm,A Christmas Garland,ebooks-unzipped/14667-8.txt,British,1912,1920
1430,Max Beerbohm,"Zuleika Dobson, or, An Oxford Love Story",ebooks-unzipped/1845-0.txt,British,1911,1920
1431,Max Beerbohm,The Works of Max Beerbohm,ebooks-unzipped/1859-8.txt,British,1896,1900
1432,Max Beerbohm,"The Happy Hypocrite, A Fairy Tale For Tired Men",ebooks-unzipped/36497-8.txt,British,1897,1900
1433,Max Beerbohm,"Enoch Soames, A Memory of the Eighteen-nineties",ebooks-unzipped/760.txt,British,2010,3000
